epoch,train_loss,eval_loss,eval_prec1,eval_prec5
187,0.13507281451768668,0.7738485476970672,80.08,95.59
188,0.13282706107700987,0.7720668386936188,80.1,95.4
189,0.13147923699490696,0.7764064929008484,80.02,95.59
190,0.1295401332530261,0.7769795431613922,80.0,95.49
191,0.13661633208680243,0.7710119438648224,80.22,95.61
192,0.136485500053697,0.7722155601024627,80.11,95.53
193,0.12917933179001193,0.7775621181488037,80.05,95.55
194,0.13242181542206666,0.7752738722801209,80.3,95.54
195,0.13309753079458633,0.7757788506507873,80.01,95.53
196,0.13741504532617735,0.7763940758228302,80.07,95.41
197,0.13268277299961267,0.7722920213222504,79.9,95.45
198,0.1321254560721516,0.7728306066989898,80.05,95.53
199,0.1322825839516448,0.7741752960205078,80.08,95.54
200,0.1339249140493543,0.773197158575058,80.07,95.56
201,0.1346194984894556,0.7753489275455475,80.06,95.63
202,0.12881239786000015,0.7772698070049285,80.17,95.59
203,0.1342061110957026,0.7760755805492401,80.04,95.59
204,0.1371072789465725,0.7739428198337555,80.12,95.45
205,0.12974680328643887,0.7717376711845398,80.11,95.59
206,0.13257505735155867,0.776121836566925,80.1,95.6
207,0.1329976840948784,0.7709634336948394,79.97,95.5
208,0.13441673682456437,0.7729152551651001,80.1,95.59
209,0.13458772336589542,0.7780558767318726,80.22,95.54
210,0.13181785475963514,0.7759017017841339,79.94,95.57
211,0.13217773101508387,0.7742545259952545,80.13,95.55
212,0.13365632238369746,0.7755263489246368,80.11,95.5
213,0.13400669170784432,0.7761505980014801,80.1,95.48
214,0.13157946863491923,0.7731419976711273,80.1,95.49
215,0.13457804399324289,0.773817950963974,80.2,95.67
216,0.13432249010906636,0.7742169942855835,80.04,95.47
217,0.12852346340955143,0.771235125207901,80.21,95.58
218,0.13308760532381897,0.7766895316600799,80.03,95.5
219,0.1349066378937488,0.7730709385871887,80.07,95.67
220,0.13220140506798417,0.7719576920509338,80.15,95.6
221,0.13146898676086785,0.7758290680408477,80.07,95.59
222,0.1341130224160287,0.7761473190307617,79.91,95.51
223,0.13358638961244942,0.777626461315155,79.88,95.64
224,0.13187555247552873,0.7733611849308014,80.02,95.59
225,0.13500467347274517,0.7776235069751739,79.98,95.45
226,0.12871465355005215,0.7747267352104187,80.14,95.65
227,0.13543491739965738,0.7751370627403259,80.14,95.6
228,0.1324158745523299,0.7732179658412933,80.16,95.62
229,0.1297282086215465,0.7722785300731659,80.13,95.55
230,0.1303269346930306,0.7733398000240326,80.09,95.56
231,0.1334253814114346,0.7706988618373871,80.16,95.61
232,0.13350020328992154,0.7747121865749359,80.13,95.58
233,0.13531619032770967,0.772506564283371,80.33,95.55
234,0.13369065742562888,0.7761775012493134,80.09,95.59
235,0.13400719958749838,0.7763026959896088,80.03,95.61
236,0.13246478861562727,0.782459332370758,79.97,95.59
237,0.13460911530882083,0.7757607794761657,79.99,95.47
238,0.1293858729503219,0.7760580730438232,80.12,95.56
239,0.13652958498645226,0.7737930830478669,80.01,95.53
240,0.12787449733853798,0.7716900134563446,80.11,95.54
241,0.13678727408682645,0.7750564428806305,80.08,95.52
242,0.13415220226238692,0.7730048063278199,80.18,95.46
243,0.12957792646143104,0.7748608755588532,80.13,95.56
244,0.13149350773776844,0.7740141277313233,80.05,95.6
245,0.13172138016790189,0.7781118062019348,79.98,95.52
246,0.13172154812554848,0.7743275346279145,80.1,95.63
247,0.13398243924757888,0.7730942078113556,80.15,95.52
248,0.1321613007486248,0.7726817299365998,80.16,95.61
249,0.1367231921391817,0.7728492321491242,80.13,95.51
250,0.13294938801955933,0.7742628309726715,80.14,95.63
251,0.13437123871414366,0.7741505867004395,80.0,95.48
252,0.13413997728105698,0.7770753315448761,80.1,95.55
253,0.1320848440162351,0.7742656079769135,80.04,95.56
254,0.12958608256717344,0.7732832174301147,80.26,95.48
255,0.13612614416549515,0.7754344778060913,80.1,95.65
256,0.13322061498705465,0.7773345589160919,80.11,95.58
257,0.1310051388933625,0.7754566314220428,80.01,95.6
258,0.13495770532747542,0.7746052844047546,79.96,95.58
259,0.13002845281484643,0.7738695131778717,80.22,95.63
260,0.1299571622826073,0.7739300370693207,80.13,95.45
261,0.13289708460987606,0.7791568417549133,80.02,95.53
262,0.1341928132403065,0.7739227201461792,80.05,95.52
263,0.13438111713463763,0.7722446269035339,80.2,95.58
264,0.13126516347886963,0.7770823545455933,80.13,95.61
265,0.13459368012893216,0.7754460529327393,80.13,95.61
266,0.13181619583682733,0.7738679752349854,80.04,95.71
267,0.13004167383672638,0.7748581785202027,80.13,95.52
268,0.12876198492305074,0.7747453879356384,80.26,95.54
269,0.13241438252825133,0.7733171957015991,80.18,95.63
