epoch,train_loss,eval_loss,eval_prec1,eval_prec5
72,1.847241919797758,1.1451315376281739,70.14,92.03
73,1.8355375274958592,1.1020602457046509,69.41,91.75
74,1.8523173928260803,1.3306342348098754,67.83,90.84
75,1.8756090520896618,1.1738050079345703,69.26,92.24
76,1.9028995849106285,1.2080375862121582,70.57,92.34
77,1.7975115833300788,1.1567400224685669,69.87,92.18
78,1.8253667037862515,1.139275714111328,70.3,92.56
79,1.8694646980484684,1.0990603113174437,70.34,92.41
80,1.8895780637230672,1.164988387107849,70.11,92.21
81,1.8091773447627142,1.0802644653320312,70.57,92.78
82,1.837660894427501,1.1776789653778077,70.27,92.12
83,1.849385103861898,1.2311243631362916,69.13,91.7
84,1.840334184954322,1.1093209668159485,69.9,92.65
85,1.7698374581016438,1.2608603002548218,69.27,91.94
86,1.7961930877573207,1.0935391493797302,70.37,92.47
87,1.8504814913880352,1.2507313278198242,69.12,91.91
88,1.7826297067954813,1.14442516746521,70.43,92.57
89,1.8154721744692432,1.1466350012779236,70.58,92.69
90,1.8138539745316158,1.1566796949386597,70.43,92.61
91,1.8427481176605909,1.1112670366287232,71.2,92.37
92,1.7653073825695755,1.1328275688171388,70.24,92.08
93,1.8693173547941957,1.089114123916626,69.17,92.31
94,1.8674694246275019,1.1125484115600586,69.82,92.35
95,1.8123878169609247,1.2053383014678956,69.96,92.43
96,1.8539027191612694,1.09113408908844,70.84,92.67
97,1.8042014596862157,1.1193665241241455,69.86,91.99
98,1.8005575929957987,1.0491849859237672,71.16,92.74
99,1.7452447617786642,1.1931757398605347,70.22,92.47
100,1.8142462342252499,1.0879692024230958,70.41,92.7
101,1.7856327016741305,1.0497003736495971,70.28,92.64
102,1.7271580638103998,1.1961181715011597,70.57,92.27
103,1.73526132106781,1.1294863082885742,70.1,92.33
104,1.8325985209126783,1.1328324689865112,71.38,92.53
105,1.7504465489549308,1.0185377826690674,71.13,92.63
106,1.7403424273837695,1.1549803533554077,70.11,92.67
107,1.827114588777784,1.2243103286743164,70.43,92.0
108,1.7784240649924845,1.0504945497512816,71.09,92.79
109,1.7928244982883048,1.122445429420471,69.67,92.39
110,1.7586236303808136,1.1644191774368287,70.09,92.72
111,1.7225126779796829,1.1526853891372681,70.81,92.6
112,1.7484525327645861,1.1136903639793396,70.5,92.25
113,1.7791289009831168,1.1283517656326294,71.17,92.65
114,1.8087670762621333,1.0420098207473756,71.23,92.96
115,1.846007076405685,1.2382679676055908,70.32,91.94
116,1.7917764590583294,1.1240871461868287,70.97,92.88
117,1.8573638026372419,1.0307245908737184,71.84,92.73
118,1.7872239817959399,1.159004794883728,71.07,92.56
119,1.7745920153723485,1.1072728132247924,70.89,92.62
120,1.764088090990936,1.11318069190979,70.53,92.84
121,1.7589601725149093,1.1439693374633788,69.85,92.34
122,1.7771516744901215,1.1277180128097535,70.52,92.77
123,1.7391776060172752,1.0707021026611327,70.54,92.41
124,1.7984013587198244,1.12606982421875,70.41,92.82
125,1.7609978119786662,1.044381573867798,70.84,92.59
126,1.7122545144622061,1.2103063970565795,70.27,92.69
127,1.7384263038177343,1.1133725448608398,71.23,92.74
128,1.7465941175226976,1.2460888851165772,70.24,92.18
129,1.77257744569174,1.0570392574310303,71.33,92.45
130,1.780690144218037,1.048081358718872,71.4,92.52
131,1.7120894416117332,1.2211442142486573,71.02,92.46
132,1.6802316450736892,1.1212774593353272,71.28,92.04
133,1.7851946991552312,1.0532668899536133,71.71,93.28
134,1.7483054865413987,1.0500675302505493,71.15,92.89
135,1.8176417582776878,1.0757851871490478,72.07,93.03
136,1.726054298740343,1.065353554725647,71.01,92.37
137,1.734735896355364,1.076125499343872,71.36,93.03
138,1.7140403396036195,1.232370950126648,70.23,92.55
139,1.764741819013249,0.9850159568786621,72.04,93.31
140,1.7713958256986473,1.2546460529327392,71.47,92.99
141,1.7246993141351374,1.2338043483734131,70.34,92.36
142,1.7684979982550104,1.0506379850387573,71.37,92.74
143,1.6874257000628263,1.0742181858062745,71.87,93.0
144,1.7428333278502148,1.1594853813171386,70.94,92.55
145,1.7444728003116026,1.25356143951416,70.85,92.77
146,1.6872213739286464,1.1107182081222535,71.9,93.18
147,1.7774564147987684,1.0125683115005493,71.84,93.12
148,1.7021013263245703,1.0657895141601563,70.94,92.63
149,1.7037103651580372,1.029323980331421,71.43,92.9
150,1.7194883037315594,1.1421831602096557,70.54,92.44
151,1.7310319211281522,1.187965886592865,70.83,92.73
152,1.7754127778179667,1.1313263864517211,71.58,92.85
153,1.7573868322082427,1.0565943430900573,70.76,92.68
154,1.8052080286220766,1.0694811641693116,71.45,93.05
155,1.7457093168312394,1.0693679904937745,71.28,93.13
156,1.693770970219076,1.1798796970367431,71.13,92.34
157,1.7755983258178993,1.0596942672729492,70.37,92.18
158,1.7271952302446745,1.0086219351768493,71.8,92.87
159,1.7553970219803527,1.2846051336288453,71.0,92.28
160,1.7351529503219716,1.0701579389572144,71.28,92.96
161,1.7231814432388384,1.1538295721054077,71.26,92.98
162,1.6805955063976186,1.239984908103943,71.15,92.7
163,1.6742310927329387,1.1240158918380738,70.68,92.87
164,1.6775755825787593,1.139395440196991,71.46,92.85
165,1.6899448171467848,1.2119387231826781,71.16,92.84
166,1.6758441673198217,1.0980862636566162,71.69,92.68
167,1.7100841151156896,1.1472320411682129,71.01,92.88
168,1.7267408367537354,1.1877135299682617,72.4,92.89
169,1.7453313159652617,1.2461146003723145,70.45,92.25
170,1.7675246594046814,1.0964986560821532,71.55,92.66
171,1.6748519366590375,1.043341718673706,71.94,92.95
172,1.6544348297595368,1.1274660121917726,70.71,92.66
173,1.7736886455063325,1.214916131591797,71.38,92.7
174,1.7146295385003547,1.1138994468688965,71.37,92.58
175,1.7307379833791077,1.1386260595321656,71.65,92.74
176,1.7476999015569992,1.1093017683029174,72.11,92.91
177,1.736783911644573,1.1559926502227784,70.99,92.54
178,1.7334218847537926,1.349454525566101,70.76,92.41
179,1.6614108655730526,1.0397461338043212,71.53,92.4
180,1.7024408635348272,1.1342012027740478,71.72,92.9
181,1.704990889175906,1.0560239086151122,71.41,92.86
182,1.7024111584801984,1.0204448380470277,72.5,93.24
183,1.7253994202949632,1.0948176202774047,70.94,92.64
184,1.7033281154196027,1.0177733543395997,72.15,93.08
185,1.6955144438181888,1.1941835446357727,70.9,92.9
186,1.7614778281402954,1.1675065031051637,72.2,92.72
187,1.7076315840136227,1.0005523329734802,72.69,93.4
188,1.7296333629709506,1.07374379196167,72.13,93.12
189,1.743382997457868,1.1496465432167053,71.89,93.16
190,1.6967254477563802,1.1135974935531616,70.2,92.42
191,1.6841916531209908,1.212254447555542,71.89,93.03
192,1.6787723083807473,1.1078279933929442,71.12,92.71
193,1.7456707182828046,1.2313254901885986,71.98,92.89
194,1.7135533352743801,1.1806753181457519,71.64,92.71
195,1.6778952461809262,1.0654463903427125,71.83,93.02
196,1.6610386910801813,1.1564916141510009,71.44,92.51
197,1.6720280197381057,1.0081992149353027,71.88,92.93
198,1.7477482497768426,1.03188215007782,73.06,93.4
199,1.7803492878829623,1.0578920804977416,72.16,92.88
200,1.738470846612994,1.0177664937973023,71.8,92.77
201,1.6589218813844893,1.0820589770317077,71.97,93.08
202,1.7600007747107982,1.0399037948608398,71.81,93.26
203,1.675100396407551,1.0969306888580321,71.2,92.65
204,1.719320961325483,1.0043946294784545,72.49,93.08
205,1.6944763836726335,1.065527117729187,71.06,92.74
206,1.7024428965034923,1.2179786754608155,71.15,93.03
207,1.7364808892242123,1.031829150390625,72.71,93.36
208,1.7241312288291628,1.2734967931747436,70.71,92.75
209,1.7117752851429424,1.0816418703079225,72.05,92.72
210,1.7136935068153694,1.0047045257568359,72.79,93.15
211,1.7143769145164538,1.0410990131378173,72.3,93.13
212,1.6831922420084706,1.0948149605751039,72.76,92.73
213,1.7326068607625216,1.086823497581482,72.16,92.75
214,1.7089136633234965,1.1403603130340576,71.67,92.83
215,1.7453219407117626,1.183391691017151,69.73,92.07
216,1.7415581270766167,1.1212864044189452,71.88,92.82
217,1.6319138168449132,1.111722101211548,72.1,92.79
218,1.6974911133397403,1.3610575305938721,70.75,92.11
219,1.6820290483601115,1.094145619392395,72.23,93.22
220,1.7498350419323514,1.069135119819641,72.22,92.86
221,1.6745970441879903,1.105040477371216,71.47,92.61
222,1.6712562092287746,1.1113404653549195,71.66,92.73
223,1.659133126389202,1.0326704493522645,71.82,92.86
224,1.7009219867242893,1.2303385944366456,71.17,92.83
225,1.7064090150953408,1.2651709943771363,71.87,92.22
226,1.713244929776149,1.0242743942260741,72.96,93.21
227,1.7484519991465628,1.3000478610992432,71.38,92.72
228,1.7113198614303649,1.1179124750137328,72.8,93.38
229,1.651815971247518,1.0504049598693848,70.7,92.72
230,1.790731317636756,1.323385412979126,72.63,92.93
231,1.6924299972463357,1.1784780351638795,70.62,92.22
232,1.7009695284497874,1.1614020359039308,71.69,93.29
233,1.7131935570212546,1.0493433708190918,72.01,92.76
234,1.7151068189156347,1.1599055315017701,71.43,92.52
235,1.6563958492077573,1.0688957983016967,72.07,92.69
236,1.6578897207250363,1.0264469789505004,72.37,93.31
237,1.6657177600604165,1.1687892162322997,72.1,93.05
238,1.7476714660202495,1.092195086479187,71.34,92.61
239,1.6772336595037072,1.1858709590911864,71.04,92.74
240,1.6681376349147548,1.0485512625694275,71.41,92.67
241,1.7006004621368975,1.125300817489624,71.87,93.09
242,1.744401933174585,1.1239212600708008,71.44,92.62
243,1.6643304092554367,1.1700211910247802,72.04,92.8
244,1.6253220229081704,1.072113575744629,71.64,92.72
245,1.6750491449607015,1.178062258720398,71.98,93.56
246,1.6686656975334035,1.2416904201507568,71.49,92.51
247,1.6958615420035608,1.0541724154472352,71.43,92.71
248,1.6943385327060763,1.0756972778320313,72.49,93.01
249,1.717079131345285,1.0737769676208495,71.89,93.05
250,1.693374578610883,1.2926621603012085,71.0,92.76
251,1.6685492408565614,1.0537556917190551,72.49,93.19
252,1.7196969481879099,1.1070085254669189,70.51,92.26
253,1.7382219548262037,1.171599813270569,72.55,92.76
254,1.6550001354361008,1.1548294773101806,71.18,92.23
255,1.7249805390376898,1.096164068222046,71.13,92.51
256,1.7121648805623781,1.1717547660827636,71.42,92.76
257,1.7043686237057407,1.122356632232666,71.9,92.61
258,1.6752911406579916,1.0449508590698242,71.35,93.29
259,1.692992904789927,1.0286550880432128,72.1,93.18
260,1.6671524875142663,1.0041348147392273,72.58,93.26
261,1.6467533636642633,1.156300336265564,71.75,92.72
262,1.6436432516834343,1.004345247745514,72.44,93.23
263,1.6948473551209238,1.0476790597915648,72.17,92.85
264,1.7475450541847952,1.0279308963775635,72.88,92.95
265,1.6810644612803807,1.202248125076294,71.02,92.66
266,1.6579870764409381,1.0892146766662598,71.74,92.54
267,1.6789400464975575,1.0666775915145874,72.87,93.38
268,1.6910317384097702,1.2244452632904053,71.56,92.39
269,1.6638271216012146,1.097399021434784,71.75,92.79
270,1.6960135507904155,1.0882714960098268,71.89,92.72
271,1.7164703907108796,1.0735565598487855,72.78,93.04
272,1.7141369907101962,1.1758692703247071,71.83,93.26
273,1.6710515968625586,1.1758135917663575,71.62,92.48
274,1.6606712940026185,1.1100197793960571,71.9,93.08
275,1.687550351538823,1.0722256160736083,72.55,92.95
276,1.7033928981892736,1.0548068481445312,72.18,93.15
277,1.6849483624005288,1.013409519481659,72.8,93.32
278,1.6902669228603837,1.1367439174652099,70.75,92.46
279,1.7523263750476201,1.0077623054504394,72.94,93.26
280,1.7063403999988616,1.0666259166717529,72.48,92.85
281,1.7479209362621038,1.097198850440979,71.89,92.73
282,1.6870185689340023,1.1021477789878846,71.45,92.95
283,1.6705571943452813,1.0891262580871581,72.66,93.32
284,1.7040296534264745,1.184665274810791,71.46,92.64
285,1.6778688370876214,1.0402339025497436,72.04,93.12
286,1.6589515933840895,1.1452909999847412,71.52,92.68
287,1.7200514700898135,1.1209654415130614,72.29,93.07
288,1.6588290153254925,1.1788599908828736,72.54,92.67
289,1.73589495267056,1.0930333281517028,71.76,93.19
290,1.7079598558696987,1.2362809906005858,70.38,91.69
291,1.7061915709786164,1.0746243225097656,72.7,93.37
292,1.7077772286499966,1.1086224588394165,72.38,93.1
293,1.730347292409511,1.1254726625442504,71.37,92.94
294,1.6907726575485722,1.0964658813476562,71.76,92.72
295,1.6565700805675663,1.0737640645980835,72.0,92.95
296,1.7593410491332813,1.2844919328689575,71.15,92.5
297,1.6675114120701364,1.0355128206253053,72.62,93.19
298,1.6886358580500764,1.0310915261268616,72.55,93.04
299,1.649533936293574,1.1573510791778565,72.23,92.8
300,1.4084191450541517,1.0258215169906617,77.07,94.69
301,1.3555985072129209,1.0314214302062987,77.29,94.69
302,1.293561908904172,0.9305459253311157,77.97,95.03
303,1.2548510370520867,0.9827727872848511,77.68,95.18
304,1.2968035079109532,1.1400975969314575,77.39,94.88
305,1.336779155609855,0.9455458872795105,77.77,95.0
306,1.2903815019260447,0.8063487867355347,78.24,95.17
307,1.300279107903549,0.9888208515167236,77.68,94.93
308,1.263932625611674,1.024692488861084,77.42,94.55
309,1.3083509852616033,0.8066015067100525,77.87,95.15
310,1.2885238149235556,1.0182454036712647,76.93,94.86
311,1.3020079142477234,0.8295466689109803,78.0,95.25
312,1.294970072367051,0.9795660881042481,77.15,94.85
313,1.3428029545347913,0.929949914932251,77.17,94.95
314,1.2266350905393058,0.9040541568756103,77.88,94.86
315,1.3567130457080434,0.8326874996185303,77.32,94.9
316,1.2916372980393003,0.887920943069458,77.59,94.48
317,1.3643319364565587,0.9189514915466308,77.38,94.89
318,1.3739602132372453,1.0182409076690673,77.62,94.56
319,1.272894882533828,0.8276603821277618,77.54,94.84
320,1.3031359468318435,0.8248866380691529,77.46,94.96
321,1.3589243827323296,1.1863690050125122,76.05,94.31
322,1.2704376196548361,0.9590820057868957,77.38,94.71
323,1.3222732210529446,1.0308063398361207,77.13,95.07
324,1.2831695787656323,0.839574613571167,77.51,94.97
325,1.3260194856993062,0.9223262006759644,77.06,94.94
326,1.3560564587615365,0.8776951629638672,76.96,94.91
327,1.2055537482954934,0.929485798740387,77.19,94.96
328,1.296099462998356,1.1894877138137818,76.74,94.62
329,1.3621599412834446,1.0975940921783447,76.48,94.79
330,1.2760374310227272,0.9591321130752564,76.46,94.65
331,1.3648467905504602,0.998855952835083,75.86,94.32
332,1.290883708005907,0.8206849592208862,76.91,94.72
333,1.2470193556420477,0.9494064359664917,76.53,94.38
334,1.2592630571806172,0.8309247924804688,76.54,94.52
335,1.3411142682124801,1.0066792148590087,76.77,94.55
336,1.3554110536005983,0.9097795217514039,76.97,94.62
337,1.3698841684644567,1.2415959842681885,75.56,94.04
338,1.2864420616405416,0.9759687271118164,76.04,94.39
339,1.272748134400643,0.8546945734024047,76.8,94.47
340,1.3401278300871464,0.9219532678604127,76.41,94.5
341,1.4184725032344212,0.9486712697982788,76.49,94.56
342,1.3843989810320845,0.878048616695404,76.42,94.64
343,1.3933007099907773,1.0870731313705444,76.11,94.16
344,1.3064394533710504,0.847977726840973,76.73,94.83
345,1.3817761851982637,1.022296000957489,76.19,94.44
346,1.262726902408423,1.1092906175613404,76.66,94.37
347,1.3489118991908589,1.1146978627204895,76.12,94.03
348,1.2933479162569845,0.8982326377868652,76.45,94.51
349,1.3374646264062802,0.8413445932388306,76.9,94.23
350,1.3361053089211754,1.0279743932724,76.82,94.57
351,1.2849697431170224,0.8393953518867493,76.74,94.48
352,1.3076453771962093,0.9050269131660461,76.2,94.48
353,1.324836646129166,1.0485380992889404,75.91,94.33
354,1.3321250377177583,0.9992070123672485,76.21,94.23
355,1.2992355844695194,1.0697142055511475,76.19,94.02
356,1.2791953645789669,0.9179108232498169,76.6,94.33
357,1.310186617124096,1.0193296366691589,75.76,94.23
358,1.2882787708894239,0.9038825136184693,75.85,94.38
359,1.2783106718302994,0.8629578608512879,76.17,94.54
360,1.3512968296297228,0.9090658363342285,75.79,94.45
361,1.3265781708719941,1.050789080619812,75.61,94.01
362,1.279269228270814,0.980610931968689,75.92,94.04
363,1.3859008728561115,1.08455830783844,76.0,94.32
364,1.3370427408287833,0.8722132690429687,76.78,94.57
365,1.3076090906077706,0.9388945194244385,75.84,94.18
366,1.3063684619877312,0.9441617650985717,76.28,94.45
367,1.306374793416712,0.9062939535140991,76.76,94.69
368,1.3528223604288205,1.077145197868347,76.1,93.96
369,1.3965597054259267,1.1364820417404176,76.86,94.14
370,1.4111674515370676,0.8771827654838562,76.47,94.88
371,1.3182320201461812,1.028711315345764,76.03,94.21
372,1.3132523900987854,0.9083628000259399,76.28,94.55
373,1.3458645957093995,0.8801342477798462,76.76,94.51
374,1.3472182775886965,1.0214439416885377,76.59,94.17
375,1.3734614754646597,0.9864675132751465,77.1,94.54
376,1.3656805471043734,1.152360149383545,74.51,93.97
377,1.3201385907323198,1.0804977323532103,76.53,94.52
378,1.3427835882625874,0.9602776775360108,76.03,94.24
379,1.3125399457679516,0.9933304149627685,75.63,94.28
380,1.376476260071451,0.9947507536888123,75.95,94.22
381,1.3041169580439447,0.9454015017509461,76.23,94.39
382,1.3476593653348283,1.0147068431854247,75.77,94.46
383,1.28381518445308,1.1744639192581177,76.06,94.07
384,1.3362466780690623,0.9760673320770263,75.9,94.42
385,1.349616466521759,1.0193319900512696,76.12,94.42
386,1.2896273240981273,0.8566336919784546,76.31,94.4
387,1.3716723836300162,1.1244511114120483,76.06,94.11
388,1.381438110066666,0.9389058191299439,76.52,94.19
389,1.2870576355353514,0.8604638493537903,76.07,94.4
390,1.3375009217617913,1.0231813749313354,76.38,94.29
391,1.3062246065209984,1.06425208568573,75.84,94.23
392,1.3730255875178397,0.9500089015960693,76.09,94.15
393,1.303824811019528,0.975706293296814,76.41,94.35
394,1.2920050259379052,0.90331702709198,75.91,94.08
395,1.3790580105709054,0.9350080999374389,76.03,94.14
396,1.4029654942538765,1.0661304873466493,75.93,94.24
397,1.3066154601345752,0.9647572414398193,75.14,94.28
398,1.3456794936281467,1.1692876831054688,74.85,93.85
399,1.3503241064682814,0.9704414311408996,76.08,94.17
400,1.1832285823727386,0.8490755500793457,78.66,95.05
401,1.1645393551979573,0.8143040004730224,79.36,95.3
402,1.1149672279456362,0.9743750671386718,78.91,95.14
403,1.1247763160554152,0.9395745250701905,78.9,95.13
404,1.0814038220502045,0.9590495400428772,79.14,95.29
405,1.0510680891678368,0.7431495736122131,79.29,95.23
406,1.1518433887831074,0.8365121808052063,79.13,95.08
407,1.1091086104626693,0.7918037017822266,79.46,95.4
408,1.0952910240572638,0.8494277524948121,79.37,95.4
409,1.0723040647489923,0.8586658044815063,79.26,95.17
410,1.0300132347015656,0.8251081289291382,78.88,95.34
411,1.1240072601812292,0.8082726992607117,78.94,94.89
412,1.1216284411836526,0.7965141571044921,78.87,95.35
413,1.109583162210128,0.8412269251823425,79.11,95.13
414,1.1549080071562994,1.0536254093170165,78.65,95.01
415,1.1314572448652624,0.7949729647636413,78.97,95.24
416,1.1120934467786558,0.8785039279937744,78.96,95.28
417,1.0820796954303638,0.9467531827926636,78.82,95.27
418,1.0921305948140985,0.9241212776184082,78.5,95.11
419,1.169224634804738,0.7839264616966247,78.78,95.12
420,1.1426183165417132,0.9348017269134522,78.63,95.01
421,1.1427997281815423,0.876535314655304,79.15,95.32
422,1.0928129769394248,0.7796791574478149,79.17,95.25
423,1.1702395004724724,0.8932231875419616,79.37,95.08
424,1.1585172541372755,0.8148789546012879,79.21,95.33
425,1.062817297141317,0.7524488939285279,79.24,95.19
426,1.1087524001027498,0.9680283783912659,78.96,94.98
427,1.053010522823175,0.8173179434776306,78.34,95.01
428,1.1274938074139718,1.0447000247001648,77.94,94.8
429,1.0731638095099552,0.7882816508769989,78.73,95.21
430,1.1248466172726603,0.9593764070510864,78.13,94.7
431,1.1802399615052415,0.9510728627204895,78.39,94.79
432,1.0908712563742902,0.9138028515815735,78.59,94.85
433,1.1260455186060234,0.7918213770866394,78.92,95.17
434,1.101389079446524,0.9731026284217834,78.68,95.02
435,1.0894740012864297,0.8228078197479248,79.01,95.02
436,1.1066457010548032,0.9813338305473328,78.88,95.08
437,1.0923958356741448,0.8405652677536011,79.11,95.33
438,1.1314481708212791,1.0896538036346435,78.37,94.94
439,1.154150860085988,1.006602404499054,78.38,95.06
440,1.0829288480033032,0.8597208599090577,79.03,95.11
441,1.1085556847891185,0.971466868019104,78.58,94.82
442,1.1370083550504013,0.8668952611923217,78.8,94.97
443,1.1483014128367666,0.8126034254074097,78.7,95.14
444,1.0833099130708033,0.9050948413848877,78.49,94.99
445,1.067263348765013,0.9205820271492005,78.91,94.95
446,1.1652292494260241,0.8785794502258301,78.52,95.02
447,1.063173076483718,0.7824637007713318,78.53,95.15
448,1.1422904205631355,0.9241918594360351,78.68,95.06
449,1.1574235864355684,0.8671696077346802,78.59,95.17
450,1.0809395108729716,0.7976342665672302,78.66,95.17
451,1.10555050616533,0.8026771844863891,79.17,95.08
452,1.107337879873192,0.8242603776931763,78.87,95.16
453,1.1024140839711805,0.9208056914329529,78.27,94.79
454,1.2067051989130113,1.0924238695144652,78.63,94.9
455,1.0674606990093,0.782670910358429,78.89,95.15
456,1.1628078345051953,0.8706822175979614,79.09,94.73
457,1.1803621304973904,0.9796684463500976,78.73,94.73
458,1.0716800456163063,0.8166541721820831,78.22,94.93
459,1.1075281650400346,0.8413968627929688,78.68,94.88
460,1.1338460310129748,0.9436817129135132,78.75,95.07
461,1.2094725624165676,0.9138274477005005,77.79,94.62
462,1.0874566512990853,0.7918130661964417,78.61,94.96
463,1.114394501280922,0.8367260070323944,78.01,94.95
464,1.1389193963378705,0.8321906326770783,78.68,95.15
465,1.1391201191098834,1.0549508150100708,78.12,94.62
466,1.1523015874792153,1.2451463956832887,77.3,94.81
467,1.1646604585185858,1.096531048488617,77.75,94.87
468,1.1220175260332117,0.8964426352024079,78.04,94.83
469,1.1672437496187593,0.9437739879608155,78.56,94.77
470,1.1385311177537016,0.8208635264396668,78.92,94.83
471,1.1748030627105819,0.8532633284568787,78.31,95.14
472,1.120466263552176,0.915070777130127,78.36,95.13
473,1.1572528771111663,0.9626105735778808,78.18,94.85
474,1.1385359885349926,0.8130058197975158,79.02,94.91
475,1.163574511306921,0.8434393589019775,78.35,94.83
476,1.1377851179825968,0.9528738677024842,77.92,94.72
477,1.141721712012755,0.8981135437011719,78.49,94.92
478,1.1188804506110779,0.8279948099136353,78.56,95.0
479,1.142924526236503,1.0005584394454956,78.42,94.95
480,1.1176532299261392,0.8736084829330444,78.54,94.88
481,1.1892796565185895,1.020142777633667,78.41,94.75
482,1.0746371761326905,0.8045754102706909,79.01,94.89
483,1.045712944477911,0.8621874201774598,78.89,94.98
484,1.170907197369885,0.8445853055953979,78.53,94.77
485,1.1603335605578904,0.9738106755256652,78.28,94.86
486,1.176922025080298,0.8286957061290741,78.9,94.95
487,1.120816027585813,0.8373605066776275,78.67,94.9
488,1.0800281482606784,0.9023361722946167,78.07,95.01
489,1.1273512092637192,0.9272544089317322,77.77,94.58
490,1.1194569773676302,0.8316836166381836,78.13,94.77
491,1.1302812267357194,1.0097918403625488,77.71,94.75
492,1.1393663300423098,0.8707487102508545,78.49,95.18
493,1.1143653987121032,0.8150732099533081,78.35,94.77
494,1.1627469561259511,0.810799898147583,78.25,94.92
495,1.1592874561130009,0.8737290615081788,77.72,95.04
496,1.0884559219571905,0.8386210181236267,78.16,94.88
497,1.1345971713126393,1.0191554080963134,77.87,94.85
498,1.1831594995496062,0.9648174818992614,77.75,94.49
499,1.1293090569873778,0.874585111618042,77.96,94.56
500,1.0794440484516294,0.8863198865890503,79.85,95.31
501,1.0369669387877827,0.7682345755577087,79.98,95.35
502,1.0573434281459844,1.0634153671264648,79.34,95.19
503,1.0819597823805296,0.8996436813354493,79.59,95.24
